	mt	wt	WW1	WD1
GRMZM2G701789	0	0	0	0
GRMZM2G700954	0	0	0	0
GRMZM2G118191	0	0	0	0
GRMZM2G122172	0.0770629	2.0761	2.0761	0.0770629
GRMZM2G369149	0	0	0	0
GRMZM2G117968	1.24209	2.27817	2.27817	1.24209
GRMZM2G046244	50.7419	15.3874	15.3874	50.7419
AC203341.3_FG003	0	0	0	0
GRMZM2G420684	18.0624	17.8976	17.8976	18.0624
GRMZM2G310758	3.24913	2.1631	2.1631	3.24913
GRMZM5G862107	40.9092	15.4713	15.4713	40.9092
GRMZM2G107556	16.6399	8.52356	8.52356	16.6399
GRMZM2G097032	22.3946	20.7671	20.7671	22.3946
GRMZM2G060160	20.3643	23.5524	23.5524	20.3643
GRMZM2G088132	7.10865	5.55764	5.55764	7.10865
AC201797.4_FG006	0	0	0	0
GRMZM5G888797	0	0.0797077	0.0797077	0
GRMZM2G020438	6.36101	5.31957	5.31957	6.36101
GRMZM2G143878	12.949	15.0307	15.0307	12.949
GRMZM2G155746	0.0162272	0.547742	0.547742	0.0162272
GRMZM2G064885	46.5788	10.9778	10.9778	46.5788
GRMZM2G155491	0	0	0	0
AC191073.2_FG003	0	0	0	0
GRMZM2G121621	1.41127	1.95493	1.95493	1.41127
GRMZM2G016261	0.0157093	0.00778091	0.00778091	0.0157093
GRMZM2G102596	104.705	153.89	153.89	104.705
GRMZM2G383833	0.959767	4.77462	4.77462	0.959767
AC210598.3_FG003	0.657312	0.934515	0.934515	0.657312
GRMZM2G438602	19.1745	24.6202	24.6202	19.1745
GRMZM2G467169	92.5863	57.067	57.067	92.5863
GRMZM2G171830	0	0	0	0
GRMZM2G054130	0	0	0	0
AC218957.3_FG003	0	0	0	0
GRMZM2G155002	45.4241	42.9797	42.9797	45.4241
GRMZM2G425920	0.0711608	0.226283	0.226283	0.0711608
GRMZM2G373607	0	0	0	0
GRMZM2G017991	0.239661	1.66527	1.66527	0.239661
AC209738.3_FG005	0	0	0	0
GRMZM2G479245	0.0711422	0.304701	0.304701	0.0711422
GRMZM2G144415	3.59471	5.72274	5.72274	3.59471
GRMZM2G449083	63.7346	36.2284	36.2284	63.7346
GRMZM2G073931	3.60324	2.95696	2.95696	3.60324
GRMZM2G023194	43.7363	35.5371	35.5371	43.7363
GRMZM2G369472	0	0	0	0
GRMZM2G177475	0	0	0	0
GRMZM2G568537	0.529607	0.256274	0.256274	0.529607
GRMZM2G404056	10.3339	19.7203	19.7203	10.3339
GRMZM2G347693	0	0	0	0
GRMZM2G030197	0.0782801	0.142065	0.142065	0.0782801
GRMZM6G901724	22.3768	61.8049	61.8049	22.3768
GRMZM2G340319	7.74186	6.03213	6.03213	7.74186
GRMZM2G111917	4.48066	3.49121	3.49121	4.48066
GRMZM2G095811	2.57507	1.08377	1.08377	2.57507
GRMZM2G338160	0	0	0	0
GRMZM2G147727	5.43424	6.37468	6.37468	5.43424
GRMZM2G174736	14.0578	9.73029	9.73029	14.0578
GRMZM2G142597	16.3922	11.7669	11.7669	16.3922
AC207784.3_FG007	0	0	0	0
GRMZM2G163557	0	0	0	0
GRMZM2G042636	7.04754	15.8616	15.8616	7.04754
GRMZM2G399418	0	0	0	0
AC194828.3_FG004	0	0	0	0
GRMZM5G878542	0	0	0	0
AC234164.1_FG003	0	0	0	0
AC211887.3_FG006	0.342513	0.988714	0.988714	0.342513
AC211758.4_FG005	0	0	0	0
GRMZM2G092459	49.7894	14.4801	14.4801	49.7894
GRMZM2G039381	0	0	0	0
AC234155.1_FG002	0.146003	0.0416881	0.0416881	0.146003
GRMZM2G063498	0.0158727	0.0163009	0.0163009	0.0158727
GRMZM2G405313	0	0	0	0
GRMZM2G023986	0	0.00937132	0.00937132	0
GRMZM2G043983	81.6003	56.7065	56.7065	81.6003
GRMZM2G440968	23.4947	20.426	20.426	23.4947
GRMZM2G028914	43.8943	19.7323	19.7323	43.8943
GRMZM2G325285	1.06478	1.93441	1.93441	1.06478
GRMZM2G366688	6.92757	8.84786	8.84786	6.92757
GRMZM2G123774	1.58591	0.62688	0.62688	1.58591
AC152495.1_FG003	0.578542	0.273788	0.273788	0.578542
GRMZM2G040991	11.3035	8.96316	8.96316	11.3035
GRMZM2G421795	0	0.0213896	0.0213896	0
GRMZM2G406378	0.0797492	0.308207	0.308207	0.0797492
GRMZM2G026184	1.11812	0.128642	0.128642	1.11812
GRMZM5G895394	3.83471	5.3921	5.3921	3.83471
GRMZM2G110034	0	0	0	0
GRMZM2G068707	6.99212	0.302636	0.302636	6.99212
AC182627.2_FG003	0	0	0	0
GRMZM2G134104	10.7709	37.8239	37.8239	10.7709
GRMZM2G374986	0.235286	0.343332	0.343332	0.235286
GRMZM5G802395	11.8169	14.6198	14.6198	11.8169
GRMZM2G380177	2.4863	2.4853	2.4853	2.4863
GRMZM2G301287	0	0	0	0
GRMZM5G876389	0.0255571	0.113491	0.113491	0.0255571
GRMZM2G101472	0	0	0	0
GRMZM2G157166	5.97007	10.1659	10.1659	5.97007
GRMZM2G016084	27.8483	11.5627	11.5627	27.8483
GRMZM2G040811	0.317218	0.923317	0.923317	0.317218
AC211887.3_FG007	0	0	0	0
GRMZM2G143591	31.557	25.9643	25.9643	31.557
GRMZM2G052386	0	0	0	0
GRMZM2G704248	0	0	0	0
GRMZM5G835721	2.77307	5.66325	5.66325	2.77307
GRMZM2G136750	0.630073	1.03125	1.03125	0.630073
GRMZM2G047042	18.4201	6.31495	6.31495	18.4201
GRMZM2G143238	3.58626	8.9095	8.9095	3.58626
GRMZM2G147241	0	0.0456243	0.0456243	0
GRMZM2G326933	1.4409	0.678504	0.678504	1.4409
GRMZM5G801307	0	0.0434863	0.0434863	0
GRMZM2G119203	5.81325	0.015663	0.015663	5.81325
GRMZM2G049641	19.7568	13.2882	13.2882	19.7568
GRMZM2G302323	3.98294	4.78245	4.78245	3.98294
GRMZM2G363253	0.19931	1.04174	1.04174	0.19931
GRMZM2G047941	0	0	0	0
GRMZM5G891159	13.4547	15.4328	15.4328	13.4547
GRMZM2G091511	14.1862	32.9757	32.9757	14.1862
GRMZM2G150762	6.92179	10.1253	10.1253	6.92179
GRMZM2G069762	34.6775	75.9964	75.9964	34.6775
GRMZM2G050118	28.8258	46.2318	46.2318	28.8258
GRMZM2G107815	67.1238	19.7543	19.7543	67.1238
GRMZM2G050329	12.5492	15.9083	15.9083	12.5492
GRMZM2G365736	0.0641257	0	0	0.0641257
GRMZM2G452026	3.40148	7.93744	7.93744	3.40148
GRMZM2G069102	26.5399	21.2744	21.2744	26.5399
GRMZM2G006727	0	0	0	0
GRMZM2G130440	163.49	87.1693	87.1693	163.49
GRMZM2G057448	28.6285	37.711	37.711	28.6285
GRMZM2G120740	16.8934	31.653	31.653	16.8934
GRMZM2G130062	8.77435	15.569	15.569	8.77435
GRMZM2G178341	311.099	275.623	275.623	311.099
AC199728.4_FG006	0	0.010514	0.010514	0
GRMZM2G063156	2.44102	4.5	4.5	2.44102
GRMZM2G174790	0	0	0	0
GRMZM2G125571	0	0	0	0
GRMZM2G429057	1.7604	2.95034	2.95034	1.7604
GRMZM2G121905	10.9744	9.10208	9.10208	10.9744
GRMZM2G155543	19.1156	57.0893	57.0893	19.1156
GRMZM2G455642	91.0474	258.863	258.863	91.0474
GRMZM2G045239	0.807963	0.289259	0.289259	0.807963
GRMZM2G376067	83.0135	68.4575	68.4575	83.0135
GRMZM2G163769	52.7515	57.8592	57.8592	52.7515
GRMZM2G372952	0	0	0	0
GRMZM2G130555	0.0665418	0.0120465	0.0120465	0.0665418
GRMZM2G053574	10.9439	12.3414	12.3414	10.9439
GRMZM2G088053	0	0	0	0
GRMZM2G047316	29.4542	18.5292	18.5292	29.4542
GRMZM2G042881	82.4411	43.8244	43.8244	82.4411
GRMZM2G115914	15.7131	10.5568	10.5568	15.7131
GRMZM2G407273	0	0	0	0
GRMZM2G162637	9.62137	19.2438	19.2438	9.62137
GRMZM2G015441	0	0.172341	0.172341	0
GRMZM2G702819	0	0.358724	0.358724	0
GRMZM2G059381	63.2179	43.8547	43.8547	63.2179
GRMZM2G026203	1.66566	1.95624	1.95624	1.66566
GRMZM2G039408	0	0	0	0
GRMZM2G000816	6.74784	26.2045	26.2045	6.74784
GRMZM5G847520	0.0921216	0.0977141	0.0977141	0.0921216
GRMZM2G042893	0.106269	1.07666	1.07666	0.106269
GRMZM2G095727	177.347	62.0329	62.0329	177.347
GRMZM2G044388	19.635	19.6426	19.6426	19.635
GRMZM5G898735	6.88599	6.93712	6.93712	6.88599
GRMZM2G021464	20.4126	27.9655	27.9655	20.4126
GRMZM2G031501	48.3958	113.672	113.672	48.3958
GRMZM2G097900	16.1168	8.62314	8.62314	16.1168
GRMZM2G362088	26.3171	32.4228	32.4228	26.3171
GRMZM2G005308	25.0419	18.6884	18.6884	25.0419
GRMZM2G442645	0	0.0955028	0.0955028	0
GRMZM5G827174	0.0986908	2.26612	2.26612	0.0986908
GRMZM2G075290	0	0	0	0
GRMZM2G125923	0	0.340091	0.340091	0
GRMZM2G338809	0	0.0414653	0.0414653	0
AC226346.2_FG004	0	0	0	0
GRMZM2G087507	0	0.018042	0.018042	0
GRMZM2G035848	3.31333	3.3185	3.3185	3.31333
AC226221.2_FG011	1.74641	1.39401	1.39401	1.74641
GRMZM2G146486	30.8093	20.1391	20.1391	30.8093
GRMZM2G044092	7.43928	8.39417	8.39417	7.43928
GRMZM2G093092	0	0	0	0
GRMZM5G824964	10.1977	34.9484	34.9484	10.1977
GRMZM2G020073	0.377427	0.165134	0.165134	0.377427
GRMZM2G024551	86.7369	8.15516	8.15516	86.7369
GRMZM2G014844	0	0.888092	0.888092	0
GRMZM2G009214	34.3321	25.805	25.805	34.3321
GRMZM2G117458	20.0353	32.6113	32.6113	20.0353
AC226227.2_FG003	0.0315806	0.0349298	0.0349298	0.0315806
GRMZM2G393455	0.629279	0.224169	0.224169	0.629279
GRMZM2G028369	11.3537	22.9377	22.9377	11.3537
GRMZM2G044866	1.61546	3.31015	3.31015	1.61546
GRMZM2G103101	0.158166	0.111212	0.111212	0.158166
GRMZM2G121683	53.6771	40.042	40.042	53.6771
GRMZM2G704282	0.61714	0.323461	0.323461	0.61714
GRMZM2G389155	0	0	0	0
AC234519.1_FG002	0	0	0	0
GRMZM2G094500	8.83968	13.1075	13.1075	8.83968
GRMZM2G112656	5.10119	22.8483	22.8483	5.10119
GRMZM5G805595	0.120717	0	0	0.120717
GRMZM2G044625	0	0	0	0
GRMZM2G019567	1.35132	3.96649	3.96649	1.35132
GRMZM2G047324	0.250643	0.180622	0.180622	0.250643
GRMZM2G035491	0	0	0	0
GRMZM2G101001	29.065	94.2414	94.2414	29.065
GRMZM2G000264	101.499	88.9119	88.9119	101.499
GRMZM2G025536	0.32349	0.205713	0.205713	0.32349
GRMZM2G014004	25.2315	18.6366	18.6366	25.2315
GRMZM2G159002	28.4089	29.1091	29.1091	28.4089
GRMZM2G342910	0	0	0	0
GRMZM2G035944	0	0.0288225	0.0288225	0
GRMZM2G329181	13.769	10.2721	10.2721	13.769
AC185252.4_FG002	0	0	0	0
GRMZM2G029496	0	0	0	0
GRMZM2G700002	0	0	0	0
GRMZM2G101698	11.62	7.76753	7.76753	11.62
GRMZM2G451771	0	0	0	0
GRMZM2G512400	0	0.585021	0.585021	0
GRMZM2G123305	2.3531	10.9324	10.9324	2.3531
GRMZM2G016936	0	0	0	0
GRMZM5G856734	9.68671	11.2286	11.2286	9.68671
AC213431.4_FG005	0.114828	0.185002	0.185002	0.114828
GRMZM2G365677	15.5171	7.73219	7.73219	15.5171
GRMZM2G133854	23.2633	22.101	22.101	23.2633
GRMZM2G084465	165.924	555.207	555.207	165.924
GRMZM2G065076	13.2988	12.0923	12.0923	13.2988
GRMZM2G017853	23.5591	26.1188	26.1188	23.5591
AC233882.1_FG003	1.538	1.45602	1.45602	1.538
AC199325.3_FG005	0	0	0	0
GRMZM2G006578	0.411633	1.41989	1.41989	0.411633
GRMZM2G138340	8.17455	1.0207	1.0207	8.17455
GRMZM2G103647	0.593303	11.7344	11.7344	0.593303
GRMZM2G083128	0.0637005	0.389416	0.389416	0.0637005
GRMZM2G007103	38.872	33.092	33.092	38.872
GRMZM2G045686	4.14133	10.3182	10.3182	4.14133
zma-MIR2118e	0	0	0	0
GRMZM2G168166	62.7516	43.4404	43.4404	62.7516
GRMZM2G074546	0.0161522	0.0320655	0.0320655	0.0161522
GRMZM2G066961	0	0.0598433	0.0598433	0
GRMZM2G478382	36.8208	14.7323	14.7323	36.8208
GRMZM2G075008	0.184562	0.0313994	0.0313994	0.184562
GRMZM2G086486	0.435476	2.42944	2.42944	0.435476
GRMZM2G125649	0.706148	2.84748	2.84748	0.706148
GRMZM2G354956	0	0.0313294	0.0313294	0
GRMZM2G145396	1.29973	3.74891	3.74891	1.29973
GRMZM2G059365	26.3162	31.8787	31.8787	26.3162
GRMZM2G332703	0.0303899	0.211674	0.211674	0.0303899
AC233892.1_FG001	2.02117	3.83206	3.83206	2.02117
AC209884.3_FG007	0	0	0	0
GRMZM2G047774	17.8339	24.2338	24.2338	17.8339
GRMZM2G067028	12.5183	9.96304	9.96304	12.5183
GRMZM2G058173	0	0	0	0
GRMZM2G158141	0.106093	0.41388	0.41388	0.106093
GRMZM2G349745	0	0.0451924	0.0451924	0
GRMZM5G847387	0	0	0	0
GRMZM2G055313	0.0256002	0.112711	0.112711	0.0256002
GRMZM5G817403	0	0	0	0
GRMZM2G160812	0	0	0	0
GRMZM2G422960	0	0	0	0
GRMZM5G875051	0.952373	0.77683	0.77683	0.952373
GRMZM2G108203	0	0	0	0
GRMZM2G350850	0.744582	0	0	0.744582
GRMZM2G075386	0	0	0	0
GRMZM2G036525	0.0284526	0.0318106	0.0318106	0.0284526
AC217499.3_FG001	55.6718	28.4065	28.4065	55.6718
GRMZM2G423917	0	0	0	0
AC217056.3_FG001	0	0	0	0
GRMZM2G500073	0.230252	0.109226	0.109226	0.230252
GRMZM2G022926	8.5923	3.42769	3.42769	8.5923
GRMZM2G056393	68.1745	38.0221	38.0221	68.1745
GRMZM2G085254	124.767	58.5268	58.5268	124.767
GRMZM2G039723	0	0	0	0
GRMZM2G111228	26.9545	18.782	18.782	26.9545
GRMZM5G873929	7.47183	0.764157	0.764157	7.47183
GRMZM2G087724	0	0	0	0
GRMZM2G108135	0	0	0	0
GRMZM2G076981	0.135831	0.467537	0.467537	0.135831
GRMZM2G042870	7.11737	17.9933	17.9933	7.11737
GRMZM2G454889	3.38349	2.01375	2.01375	3.38349
GRMZM5G893200	0.036468	0	0	0.036468
GRMZM5G832175	22.4207	21.3004	21.3004	22.4207
GRMZM2G373887	0.393087	0.668367	0.668367	0.393087
GRMZM2G144254	19.2977	18.3804	18.3804	19.2977
GRMZM2G053273	17.3125	13.8289	13.8289	17.3125
GRMZM2G034943	134.799	69.413	69.413	134.799
GRMZM2G158024	9.85149	4.77232	4.77232	9.85149
GRMZM2G050997	2.1497	0.244626	0.244626	2.1497
GRMZM2G077420	5.0297	5.95228	5.95228	5.0297
GRMZM2G120717	0.285198	0.567306	0.567306	0.285198
GRMZM2G391473	0.0251416	0.0162946	0.0162946	0.0251416
GRMZM5G874756	0.778551	5.69427	5.69427	0.778551
GRMZM2G074844	0	0	0	0
GRMZM2G377787	2.92386	3.06526	3.06526	2.92386
GRMZM2G304818	0	0	0	0
AC198371.3_FG011	0.154244	0.43041	0.43041	0.154244
GRMZM5G896082	11.5993	5.51219	5.51219	11.5993
GRMZM2G172450	0.358392	0.279389	0.279389	0.358392
AC185642.4_FG001	0	0	0	0
GRMZM2G057006	5.81821	10.0331	10.0331	5.81821
GRMZM5G804160	0	0	0	0
GRMZM2G334891	0	0	0	0
GRMZM2G320140	21.622	13.6667	13.6667	21.622
GRMZM2G157621	13.5057	18.2611	18.2611	13.5057
GRMZM2G176647	36.3668	25.8598	25.8598	36.3668
GRMZM2G129575	55.0124	42.7704	42.7704	55.0124
GRMZM2G369216	0.394853	0.49144	0.49144	0.394853
GRMZM2G359018	6.18573	20.0184	20.0184	6.18573
GRMZM2G089567	74.0265	50.0976	50.0976	74.0265
GRMZM2G041404	0	0	0	0
GRMZM2G070468	0	2.56267	2.56267	0
GRMZM5G852911	0	0.202338	0.202338	0
GRMZM2G038050	13.6366	18.697	18.697	13.6366
GRMZM2G135182	0	0.194954	0.194954	0
GRMZM2G077776	0	0	0	0
GRMZM2G703292	6.68866	0.784906	0.784906	6.68866
GRMZM2G099547	79.162	48.3506	48.3506	79.162
GRMZM2G140455	0.618822	2.91633	2.91633	0.618822
GRMZM2G151309	0	0.0291336	0.0291336	0
GRMZM2G542205	0	0	0	0
GRMZM2G313678	3.32654	4.63518	4.63518	3.32654
GRMZM2G124745	0	0	0	0
GRMZM2G136700	15.2632	22.5902	22.5902	15.2632
GRMZM2G456603	15.5724	17.9406	17.9406	15.5724
GRMZM2G054115	2.76437	22.4632	22.4632	2.76437
GRMZM2G700573	0.431805	0	0	0.431805
GRMZM2G355618	0	0	0	0
GRMZM2G084037	1.11674	1.31347	1.31347	1.11674
GRMZM2G002652	8.85638	6.76609	6.76609	8.85638
GRMZM2G095265	0	0	0	0
GRMZM2G126900	6.77035	22.969	22.969	6.77035
GRMZM2G090657	0	0	0	0
GRMZM2G152908	194.804	366.508	366.508	194.804
GRMZM2G407279	0	0	0	0
AC214660.3_FG001	0	0	0	0
AC234520.1_FG003	28.1564	29.3063	29.3063	28.1564
GRMZM2G058133	0.860752	1.05664	1.05664	0.860752
GRMZM2G140016	8.7997	7.42232	7.42232	8.7997
GRMZM2G145258	161.058	165.469	165.469	161.058
GRMZM2G356465	0.024162	0	0	0.024162
GRMZM2G063478	1.30878	3.48046	3.48046	1.30878
GRMZM2G079723	20.2443	15.6302	15.6302	20.2443
GRMZM2G137954	0.348444	0.103431	0.103431	0.348444
GRMZM2G083053	0	0	0	0
GRMZM5G800925	72.0844	53.6466	53.6466	72.0844
GRMZM2G382918	0	0.0233135	0.0233135	0
GRMZM2G028622	2.48811	1.54771	1.54771	2.48811
GRMZM2G019945	0	0	0	0
GRMZM2G047590	31.8724	34.035	34.035	31.8724
GRMZM2G373685	0	0	0	0
AC215198.3_FG002	0.212913	1.08039	1.08039	0.212913
GRMZM2G125455	35.3166	24.0911	24.0911	35.3166
GRMZM2G075637	190.407	126.112	126.112	190.407
GRMZM2G021129	39.62	49.7982	49.7982	39.62
AC193668.3_FG009	0	0	0	0
GRMZM2G318780	53.718	1.92076	1.92076	53.718
GRMZM2G049930	0	0	0	0
GRMZM2G033135	25.5649	15.3537	15.3537	25.5649
GRMZM2G419166	1.61329	0.249954	0.249954	1.61329
GRMZM2G054020	8.68737	13.0141	13.0141	8.68737
GRMZM5G893693	0	0.109935	0.109935	0
GRMZM2G001904	11.0689	11.9063	11.9063	11.0689
GRMZM2G134753	11.4623	9.42508	9.42508	11.4623
GRMZM2G167549	44.8282	95.8658	95.8658	44.8282
GRMZM2G019144	4.40069	14.0953	14.0953	4.40069
GRMZM2G149474	0	0	0	0
GRMZM2G122327	0	0.0412842	0.0412842	0
GRMZM2G343445	11.4038	4.5437	4.5437	11.4038
GRMZM2G009304	0	0	0	0
AC190934.3_FG003	0	0	0	0
GRMZM5G818106	0	0	0	0
GRMZM2G411159	10.0906	3.84628	3.84628	10.0906
GRMZM2G323828	5.50928	2.29012	2.29012	5.50928
GRMZM2G031167	0	0	0	0
GRMZM2G337714	0	0	0	0
AC219043.3_FG003	0	0	0	0
GRMZM2G449479	0.112214	0.0805609	0.0805609	0.112214
GRMZM2G039610	0.0112778	0.0165027	0.0165027	0.0112778
GRMZM2G156251	58.8818	37.6904	37.6904	58.8818
AC214046.4_FG005	0	0	0	0
GRMZM2G380133	0	0	0	0
GRMZM2G051168	0.428558	3.91255	3.91255	0.428558
GRMZM2G005516	0.0173399	0.0104327	0.0104327	0.0173399
GRMZM2G092689	8.06202	15.802	15.802	8.06202
GRMZM5G856201	29.6443	15.305	15.305	29.6443
GRMZM2G515262	0	0	0	0
GRMZM5G820401	6.80571	14.5153	14.5153	6.80571
GRMZM2G436981	7.45984	29.9424	29.9424	7.45984
GRMZM2G128648	9.90216	4.87489	4.87489	9.90216
GRMZM2G045727	0	0	0	0
GRMZM2G404762	2.39085	6.05596	6.05596	2.39085
GRMZM2G033576	3.99841	14.352	14.352	3.99841
GRMZM2G088834	34.8721	55.8548	55.8548	34.8721
GRMZM2G139478	2.03004	1.24076	1.24076	2.03004
GRMZM2G003501	2.97311	1.25363	1.25363	2.97311
GRMZM2G079785	0.641396	1.42141	1.42141	0.641396
GRMZM2G371176	3.1462	5.46054	5.46054	3.1462
GRMZM2G155935	17.4244	13.4577	13.4577	17.4244
GRMZM2G000836	0	0	0	0
AC212394.4_FG010	0	0	0	0
GRMZM2G043764	27.1952	29.3874	29.3874	27.1952
GRMZM2G145825	18.4871	14.9772	14.9772	18.4871
GRMZM2G481668	0	0	0	0
GRMZM2G165769	1.07136	0.678457	0.678457	1.07136
GRMZM2G092672	0.0589097	0.504438	0.504438	0.0589097
GRMZM2G347339	0	0	0	0
GRMZM2G051059	4.81814	4.1876	4.1876	4.81814
GRMZM2G092429	24.1045	44.1484	44.1484	24.1045
GRMZM2G046816	39.6398	33.0506	33.0506	39.6398
GRMZM2G071112	3.07405	3.50954	3.50954	3.07405
GRMZM2G124476	32.9087	34.6836	34.6836	32.9087
GRMZM2G302712	28.4384	97.4129	97.4129	28.4384
GRMZM2G135949	5.30113	1.76058	1.76058	5.30113
GRMZM2G386944	0	0	0	0
GRMZM2G159470	0.364045	0.747034	0.747034	0.364045
GRMZM2G178801	22.4764	15.5546	15.5546	22.4764
GRMZM2G045128	18.2154	12.0014	12.0014	18.2154
GRMZM2G107116	23.6039	25.7211	25.7211	23.6039
AC207225.3_FG003	7.56643	2.28854	2.28854	7.56643
GRMZM2G093344	4.11536	4.26626	4.26626	4.11536
GRMZM2G011422	0	0	0	0
GRMZM2G306412	0	0	0	0
GRMZM5G806469	1.66081	0.77872	0.77872	1.66081
GRMZM2G137037	0	0	0	0
GRMZM2G019686	21.4225	73.0819	73.0819	21.4225
GRMZM2G050885	8.02705	14.7291	14.7291	8.02705
GRMZM2G336929	0	0	0	0
GRMZM2G097775	16.7482	19.0235	19.0235	16.7482
GRMZM2G087326	30.6036	78.7197	78.7197	30.6036
GRMZM2G082906	45.6228	8.95382	8.95382	45.6228
GRMZM2G064136	3490.43	764.675	764.675	3490.43
AC199638.4_FG001	0	0	0	0
AC209852.3_FG004	0	0	0	0
GRMZM2G072406	0	0.476571	0.476571	0
GRMZM2G139657	26.5272	12.6142	12.6142	26.5272
GRMZM2G023418	62.4376	48.6968	48.6968	62.4376
GRMZM2G034855	6.5009	13.0501	13.0501	6.5009
GRMZM2G176977	23.7661	30.4453	30.4453	23.7661
GRMZM2G152655	0	0	0	0
AC196954.2_FG012	0	0	0	0
GRMZM2G161035	0.229184	0.130764	0.130764	0.229184
GRMZM2G041442	2.51092	0.341688	0.341688	2.51092
GRMZM2G041418	0.017829	0.482092	0.482092	0.017829
GRMZM2G034945	0	0	0	0
GRMZM2G063390	0	0	0	0
GRMZM2G107114	75.2873	75.0618	75.0618	75.2873
GRMZM2G432266	0	0.0972821	0.0972821	0
GRMZM2G002754	45.7661	11.6424	11.6424	45.7661
GRMZM2G112686	50.8753	80.9753	80.9753	50.8753
GRMZM2G046729	0.455761	6.32637	6.32637	0.455761
GRMZM5G850924	0.901169	0.0621553	0.0621553	0.901169
GRMZM2G046024	71.128	20.6302	20.6302	71.128
GRMZM2G328171	0.579139	0.486233	0.486233	0.579139
GRMZM2G038855	27.9814	16.877	16.877	27.9814
GRMZM2G388051	0	0	0	0
GRMZM2G175531	0.0400174	0.0435679	0.0435679	0.0400174
GRMZM2G136296	24.358	33.4921	33.4921	24.358
GRMZM2G003190	9.01302	13.0414	13.0414	9.01302
GRMZM2G122712	0	0.0306103	0.0306103	0
GRMZM2G367483	0.0409774	0	0	0.0409774
GRMZM2G126177	0.15206	0.205344	0.205344	0.15206
GRMZM2G390223	0	0	0	0
GRMZM2G076617	2.50419	5.12395	5.12395	2.50419
GRMZM2G358693	1.71869	9.03866	9.03866	1.71869
AC190572.4_FG001	0	0	0	0
GRMZM2G092112	41.3231	28.1275	28.1275	41.3231
GRMZM2G704242	0	0	0	0
GRMZM2G025552	26.5833	28.3969	28.3969	26.5833
GRMZM2G159744	140.271	57.3826	57.3826	140.271
GRMZM2G014905	0	0	0	0
EF517601.1_FGT006	0	0	0	0
GRMZM2G371524	0.260724	0.381292	0.381292	0.260724
AC234152.1_FG002	1.53127	14.4796	14.4796	1.53127
GRMZM2G010868	0.631296	0.368774	0.368774	0.631296
GRMZM2G066256	1.59525	1.53333	1.53333	1.59525
GRMZM2G008935	0	0	0	0
GRMZM2G012119	2.01555	0.34078	0.34078	2.01555
GRMZM2G004694	0.131092	0.452369	0.452369	0.131092
GRMZM2G104449	16.9878	10.88	10.88	16.9878
GRMZM5G894698	10.3464	8.17952	8.17952	10.3464
GRMZM2G436020	0.439829	1.76914	1.76914	0.439829
GRMZM2G037954	0	0	0	0
GRMZM2G048883	11.622	18.1739	18.1739	11.622
GRMZM2G044848	0	0	0	0
GRMZM2G342386	33.7024	40.0681	40.0681	33.7024
GRMZM2G048205	24.215	16.1776	16.1776	24.215
GRMZM2G087101	2.06004	1.07977	1.07977	2.06004
GRMZM2G018971	4.09494	6.88722	6.88722	4.09494
GRMZM2G356032	0	0	0	0
GRMZM2G137403	0	0	0	0
GRMZM2G068340	20.1999	13.1414	13.1414	20.1999
GRMZM2G094579	5.33235	4.255	4.255	5.33235
GRMZM2G005641	6.99445	6.81196	6.81196	6.99445
AC195874.2_FG002	16.4787	52.1349	52.1349	16.4787
GRMZM2G125032	0.0388572	0	0	0.0388572
GRMZM2G119311	75.2474	78.4335	78.4335	75.2474
AC219006.2_FG006	1.54247	0.829524	0.829524	1.54247
GRMZM2G162945	0.379261	0.867187	0.867187	0.379261
GRMZM2G085078	28.8662	11.3758	11.3758	28.8662
AC217358.3_FG011	94.7153	32.155	32.155	94.7153
GRMZM2G114486	0	0	0	0
GRMZM2G017031	0.359904	0.511925	0.511925	0.359904
GRMZM2G102811	0	0	0	0
GRMZM2G071100	0.756452	5.74331	5.74331	0.756452
GRMZM5G822352	101.877	25.5292	25.5292	101.877
GRMZM2G110107	0.119875	3.6002	3.6002	0.119875
AC209729.3_FG003	0.250886	0.173704	0.173704	0.250886
GRMZM2G105723	0	0	0	0
GRMZM2G335589	0.0660361	0	0	0.0660361
GRMZM2G036365	0	0	0	0
GRMZM2G175232	0.189802	0.506314	0.506314	0.189802
GRMZM2G398455	0.075521	0	0	0.075521
GRMZM2G039173	0	0	0	0
GRMZM2G001241	0	0.065996	0.065996	0
GRMZM2G481211	0	0	0	0
GRMZM2G171045	2.33682	2.63967	2.63967	2.33682
GRMZM2G477864	1.70152	2.59715	2.59715	1.70152
GRMZM2G325907	0	0.0676847	0.0676847	0
GRMZM2G037685	1.17101	0.280795	0.280795	1.17101
GRMZM2G156533	0.137776	0.348392	0.348392	0.137776
GRMZM2G016296	104.598	61.2114	61.2114	104.598
GRMZM2G096352	17.296	19.7787	19.7787	17.296
AC194895.3_FG004	0	0	0	0
GRMZM2G009412	154.56	344.059	344.059	154.56
GRMZM2G180836	0.0969336	0.0186838	0.0186838	0.0969336
GRMZM2G479665	3.31693	12.1262	12.1262	3.31693
GRMZM2G404025	0.153291	0.112203	0.112203	0.153291
GRMZM2G041699	0	0	0	0
GRMZM2G045154	0.0674153	0.811237	0.811237	0.0674153
GRMZM2G141473	4.41109	0.37174	0.37174	4.41109
GRMZM2G160614	0	0.0205347	0.0205347	0
